iter	Logloss
0	0.3690942059
1	0.1953964462
2	0.1069098897
3	0.06131411474
4	0.03709700075
5	0.02369782619
6	0.01599814705
7	0.0114286848
8	0.008606907226
9	0.006812490004
10	0.005636596817
11	0.004849269102
12	0.004302960488
13	0.003921978327
14	0.003647523557
15	0.003447412177
16	0.003303293515
17	0.003194394511
18	0.003112879249
19	0.003052115713
20	0.003005438776
21	0.002969768238
22	0.002940439312
23	0.002919216712
24	0.002901278542
25	0.002887929512
26	0.00287743463
27	0.002868401059
28	0.002862130987
29	0.002853010678
30	0.00284904494
31	0.002843987029
32	0.002840741296
33	0.002837795601
34	0.002835876035
35	0.002832136417
36	0.002828781204
37	0.002828037872
38	0.002826568464
39	0.00282530455
40	0.002824609637
41	0.002823006241
42	0.002822052218
43	0.002821290425
44	0.00281853036
45	0.002818135697
46	0.002816376586
47	0.00281496222
48	0.002814126308
49	0.002813559771
50	0.00281300808
51	0.002811892366
52	0.002811625821
53	0.002811285555
54	0.0028109944
55	0.002810493481
56	0.002809728898
57	0.002805959598
58	0.002804930626
59	0.00280471035
60	0.002803936784
61	0.00280297068
62	0.002802795727
63	0.002802311849
64	0.002802198162
65	0.002801840129
66	0.002801690282
67	0.002801213819
68	0.002800960459
69	0.002800666849
70	0.002800464397
71	0.00280036519
72	0.00279988546
73	0.002798770265
74	0.002798668031
75	0.002798591715
76	0.002798307716
77	0.002798052631
78	0.002797354764
79	0.002796720859
80	0.002795666159
81	0.002795050144
82	0.002794674738
83	0.002794461214
84	0.002791702767
85	0.002791535669
86	0.002790947579
87	0.002790776504
88	0.002790508427
89	0.002790360216
90	0.002790063026
91	0.002789980193
92	0.002789647363
93	0.002788929193
94	0.002788326682
95	0.00278801143
96	0.002787949907
97	0.002787742886
98	0.002787628989
99	0.002787231315
100	0.002786383642
101	0.00278553584
102	0.002784747105
103	0.002783845151
104	0.002783481683
105	0.002783405414
106	0.00278282139
107	0.002782313873
108	0.002781798971
109	0.002781137019
110	0.002780661082
111	0.002780659947
112	0.002780256066
113	0.002778363342
114	0.002778111587
115	0.002776547697
116	0.00277636733
117	0.00277550693
118	0.002775505228
119	0.002774654312
120	0.002774409244
121	0.002774255995
122	0.00277382414
123	0.002772955243
124	0.002772493747
125	0.002772087813
126	0.002769149723
127	0.002768148208
128	0.002767273544
129	0.002765299323
130	0.002764793235
131	0.002764789355
132	0.00276478621
133	0.00276385787
134	0.002763456349
135	0.002763137253
136	0.002762300103
137	0.002760736639
138	0.002760600904
139	0.002758445766
140	0.002756587667
141	0.002756477494
142	0.002756344648
143	0.002755950547
144	0.002755718503
145	0.002755251246
146	0.00275488051
147	0.002754451198
148	0.00275413901
149	0.002753977975
150	0.002753724461
151	0.002753528409
152	0.002753486576
153	0.002752315995
154	0.002751273509
155	0.002750914757
156	0.002750449185
157	0.002750323207
158	0.002748782393
159	0.002747922212
160	0.002747221111
161	0.002747189434
162	0.002747114813
163	0.002745804497
164	0.002745104506
165	0.002744509505
166	0.002744098187
167	0.00274366353
168	0.002743212438
169	0.002742732745
170	0.002742565462
171	0.002741397362
172	0.002741225129
173	0.002740420173
174	0.002739474141
175	0.002738905311
176	0.002738385041
177	0.002738364868
178	0.00273779319
179	0.00273762559
180	0.002736730976
181	0.002736538967
182	0.002735600148
183	0.00273492869
184	0.002734186517
185	0.002732513389
186	0.002732304092
187	0.002731848475
188	0.002731663724
189	0.002731089606
190	0.002730953059
191	0.002730936558
192	0.002730782988
193	0.002729940528
194	0.002729797057
195	0.00272951301
196	0.002729151227
197	0.002728550778
198	0.002728197809
199	0.002727642137
200	0.002727530995
201	0.002726082794
202	0.002725832049
203	0.002725682342
204	0.002725458269
205	0.002725219303
206	0.002722829059
207	0.002722001428
208	0.002721944782
209	0.002719158626
210	0.002718775571
211	0.002718740447
212	0.002718176276
213	0.002717988894
214	0.002717915273
215	0.002717509967
216	0.00271698272
217	0.00271672955
218	0.002716554477
219	0.002716449989
220	0.002716423736
221	0.002716003982
222	0.002715780765
223	0.002715401657
224	0.002715309745
225	0.002714991633
226	0.002714797662
227	0.002714772722
228	0.00271460374
229	0.002713757229
230	0.002711528623
231	0.002711408043
232	0.002711187717
233	0.002710017306
234	0.002709199832
235	0.002709118425
236	0.00270826849
237	0.002707950273
238	0.002707528445
239	0.002707352148
240	0.002707274157
241	0.002707131237
242	0.0027066951
243	0.002704798284
244	0.002704777566
245	0.002704751102
246	0.002704293617
247	0.002704189588
248	0.002704050161
249	0.002704036772
250	0.00270401103
251	0.002703871891
252	0.002703692405
253	0.002703675935
254	0.002702728061
255	0.002702429839
256	0.002702201225
257	0.002701487784
258	0.002701145766
259	0.002700983488
260	0.002700653848
261	0.002700547315
262	0.002700536638
263	0.002700464974
264	0.00269890571
265	0.002698591454
266	0.002698430079
267	0.002698406212
268	0.002697984572
269	0.00269797155
270	0.002697946964
271	0.002697754233
272	0.002697732755
273	0.002697658588
274	0.002697634624
275	0.002697499628
276	0.002695189523
277	0.002695165406
278	0.002695024006
279	0.002694463338
280	0.002694153145
281	0.002693807937
282	0.002692899257
283	0.002692874738
284	0.002691781144
285	0.002691756524
286	0.002691659311
287	0.002691283461
288	0.002691252744
289	0.002691143001
290	0.002689448823
291	0.002689277153
292	0.002688487591
293	0.002688463607
294	0.002688350844
295	0.002688345447
296	0.002687855418
297	0.002687748741
298	0.002687249182
299	0.002686787383
300	0.002686572113
301	0.002686526341
302	0.002686041092
303	0.002685771044
304	0.002685509592
305	0.002685173738
306	0.002685091403
307	0.002685067886
308	0.002684836209
309	0.002684469631
310	0.002684271551
311	0.0026842489
312	0.002684175866
313	0.002684084996
314	0.002683996208
315	0.002683887375
316	0.002683052633
317	0.002682826744
318	0.002682765741
319	0.002682761316
320	0.002682757166
321	0.002682655299
322	0.002681621019
323	0.002681603766
324	0.0026815891
325	0.002681567223
326	0.002681564433
327	0.002681561835
328	0.002681462246
329	0.00268116082
330	0.002680957861
331	0.002680899372
332	0.002680197131
333	0.002679566895
334	0.002678511321
335	0.002678503261
336	0.002678379021
337	0.0026783763
338	0.002678195882
339	0.002678193452
340	0.002678059996
341	0.002677034394
